Year,Rk,Player,Team,Age,GP,W,L,Min,Pts_Off_TO,second_pts,FBPS,PITP,OPP_PTs_off_TO,OPP_sec_pts,OPP_FBPS,OPP_PITP,BLK,BLKA,PF,PFD
2018,178,Jonathon Simmons,ORL,28,69,21,48,29.4,2.1,1.6,1.9,6.6,11.2,7.8,7.6,30.6,0.2,0.8,2.5,2.9
2018,178,J.J. Barea,DAL,34,69,23,46,23.2,2.1,0.8,1.4,4.3,6.8,5.5,7.3,19.9,0,0.3,1.2,2
2018,178,Darren Collison,IND,30,69,39,30,29.3,2.6,0.8,2.7,3.3,8.7,7.9,7.5,27.6,0.2,0.5,1.8,1.7
2018,178,Ersan Ilyasova,PHI,31,69,36,33,25.1,1.6,2.3,0.9,4.1,8.4,6.8,6.5,23,0.4,0.3,2.3,2.4
2018,178,Al-Farouq Aminu,POR,27,69,40,29,30,1.6,1.2,0.8,2.9,9.1,7.6,7.5,26.9,0.6,0.2,2,1.2
2018,178,Royce O'Neale,UTA,25,69,43,26,16.7,1.1,0.4,1,2.1,5,3.7,2.9,14,0.2,0.3,1.5,1.1
2018,178,Zaza Pachulia,GSW,34,69,47,22,14.1,0.5,0.8,0.7,3.9,5.1,3.7,4.4,14.6,0.2,0.5,1.8,1.4
2018,178,Eric Gordon,HOU,29,69,55,14,31.2,2.2,1.6,1.9,5.4,10.3,8.2,7.2,31.5,0.4,0.7,1.7,2.7
2018,178,Josh Huestis,OKC,26,69,43,26,14.2,0.4,0.6,0.3,0.7,4,3.8,3.1,12.1,0.6,0.2,1.2,0.4
2018,178,Delon Wright,TOR,26,69,49,20,20.8,1.7,0.9,1.6,4,6.5,6,4.7,19.2,0.5,0.4,1.2,1.8
2018,178,Shelvin Mack,ORL,28,69,21,48,19.8,1.2,0.8,1,3.2,7.1,5,4.9,18.1,0.1,0.3,1.3,1.4
2018,193,Kevin Durant,GSW,29,68,49,19,34.2,3.7,1.9,4.3,7.7,13.5,10.1,10.8,34.5,1.8,0.6,2,4.8
2018,193,Trevor Booker,IND,30,68,36,32,17,1.1,1.6,0.7,4.6,6.4,4.6,3.7,15,0.3,0.4,1.8,1.2
2018,193,Lauri Markkanen,CHI,21,68,23,45,29.7,2.1,1.5,1.5,5.2,10.6,6.4,7.4,27.7,0.6,0.7,1.5,2.8
2018,193,Justise Winslow,MIA,22,68,33,35,24.7,1.4,0.8,0.8,4.3,7.8,5.5,5.8,21.1,0.5,0.6,2.1,1.4
2018,193,Justin Jackson,SAC,23,68,21,47,22.2,1,0.7,1,2.6,7.4,5,5.8,19.7,0.2,0.2,1.2,0.7
2018,193,Rondae Hollis-Jefferson,BKN,23,68,26,42,28.2,1.4,1.4,1.8,7.3,10.3,7.7,7.4,28.9,0.7,0.9,2.1,3.9
2018,199,Trevor Ariza,HOU,33,67,51,16,33.9,2.5,1.1,2.8,2.9,12,8.3,9.2,35.4,0.2,0.3,2,1.3
2018,199,Eric Moreland,DET,26,67,32,35,12,0.2,0.5,0.2,1.9,3,2.4,1.6,10,0.8,0.1,1.7,0.9
2018,199,Dwyane Wade,MIA,36,67,37,30,22.9,1.6,1.1,1.2,5.9,7.9,6.1,5.7,21.3,0.7,0.5,1.9,2.1
2018,199,Isaiah Taylor,ATL,23,67,18,49,17.4,1.1,0.5,1.1,3.9,6.1,4.5,4.1,15.1,0.1,0.5,1.7,1.8
2018,199,Gary Harris,DEN,23,67,37,30,34.4,3.3,1.8,3.1,6.7,13,7.6,8.7,34,0.2,0.6,1.8,2.2
2018,199,George Hill,CLE,32,67,28,39,27,1.3,0.8,1.2,3.3,8.5,6.6,6.7,24.8,0.4,0.3,1.9,2.3
2018,199,Dennis Schroder,ATL,24,67,21,46,31,3.7,0.9,1.5,8,11.8,8.7,8.7,30.1,0.1,1.7,2.2,4
2018,199,Nemanja Bjelica,MIN,30,67,38,29,20.5,1.1,0.9,0.7,2.8,6.8,5,5.8,19.8,0.2,0.3,2.1,0.7
2018,207,Ryan Anderson,HOU,30,66,52,14,26.1,1.6,1.4,0.7,1.5,8.8,6.1,7.2,27.5,0.3,0.2,1.9,1.3
2018,207,Tyler Zeller,MIL,28,66,27,39,16.8,0.8,1.5,0.4,5.2,6,4,4.8,16.3,0.5,0.5,1.9,1.4
2018,207,Mario Chalmers,MEM,32,66,21,45,21.5,1.6,0.5,0.9,2.7,8.1,5.4,6.6,18.7,0.2,0.5,2.7,2.6
2018,207,Zach Collins,POR,20,66,41,25,15.8,0.4,0.7,0.2,2,4.5,3.7,3.8,13,0.5,0.3,2,0.7
2018,207,Larry Nance Jr.,CLE,25,66,32,34,21.5,1.6,2,1.1,6.2,7.3,6.2,4.8,21.5,0.6,0.3,2.6,2.2
2018,207,Kevon Looney,GSW,22,66,45,21,13.8,0.6,0.9,0.3,3.1,4.8,3.3,4.2,13,0.8,0.3,1.6,1
2018,213,TJ Warren,PHX,24,65,18,47,33,3.5,2.7,4.7,11.8,13.1,9.4,10.7,33.6,0.6,0.8,2.3,3.1
2018,213,JaVale McGee,GSW,30,65,45,20,9.5,0.8,0.7,0.7,3.8,4.2,2.6,2.9,9.6,0.9,0.1,1.4,0.7
2018,213,Garrett Temple,SAC,32,65,23,42,24.8,1.5,0.9,1,1.8,8,6,6.3,21,0.4,0.2,2.1,1.3
2018,213,Rajon Rondo,NOP,32,65,41,24,26.2,1.1,0.3,1.5,4.9,9.3,7.9,8.9,26.6,0.2,0.4,1.8,1.1
2018,213,Manu Ginobili,SAS,40,65,39,26,20,1.5,0.6,0.7,3.6,6.7,5.7,5.5,18.3,0.2,0.4,1.9,2.2
2018,213,Kent Bazemore,ATL,28,65,19,46,27.5,3,1.1,2,3.9,10.4,8.1,7.4,26.1,0.7,0.5,2.3,2.7
2018,213,Myles Turner,IND,22,65,39,26,28.2,1.6,1.5,0.6,4.2,8.1,7.7,6.5,25.2,1.8,0.4,2.9,2.9
2018,220,Emmanuel Mudiay,NYK,22,64,29,35,19.4,1.1,0.6,1.1,3.6,8.6,5.1,5.3,18.9,0.2,0.7,1.3,1.7
2018,220,Robin Lopez,CHI,30,64,23,41,26.4,1.2,1.8,0.2,8.8,8.4,5.5,6.5,24,0.8,0.4,1.7,1.5
2018,220,Nicolas Batum,CHA,29,64,27,37,31,1.7,1.2,0.8,2.6,9.9,7.3,7.2,30.5,0.4,0.2,1.1,1.8
2018,220,Alec Burks,UTA,26,64,37,27,16.5,1.5,0.6,0.9,3,5.8,3.7,3.1,14.8,0.1,0.4,1.2,1.5
2018,220,Brandon Paul,SAS,27,64,38,26,9,0.6,0.2,0.4,1.2,3.5,2.2,2.1,8.1,0.1,0.1,0.9,0.9
2018,220,Andre Iguodala,GSW,34,64,46,18,25.4,1.2,0.5,1.5,2.9,9.9,7.1,6.5,24.4,0.6,0.2,1.5,1.5
2018,226,Wesley Matthews,DAL,31,63,20,43,33.8,1.7,1,1.3,2.9,10,7.8,10.3,30.5,0.3,0.4,2.2,2
2018,226,Treveon Graham,CHA,24,63,28,35,16.7,0.9,0.6,0.6,1.4,4.8,3.8,3.3,14.9,0,0.2,1.7,1
2018,226,Ekpe Udoh,UTA,31,63,36,27,12.9,0.5,0.7,0.2,1.9,4.1,2.8,2.3,11.1,1.2,0.2,1.7,1
2018,226,Elfrid Payton,PHX,24,63,13,50,28.7,1.7,1,2.4,8.5,10.9,8.2,8.2,31.5,0.3,0.9,2.3,2.5
2018,226,Malik Monk,CHA,20,63,26,37,13.5,1.2,0.5,0.7,1.4,4.5,2.9,3.5,13.8,0.1,0.2,1,0.7
2018,226,Josh Hart,LAL,23,63,27,36,23.2,1.7,0.9,2.3,2.8,8.6,6.1,5.9,22.9,0.3,0.3,1.7,1.2
2018,226,Joel Embiid,PHI,24,63,41,22,30.3,2.4,3,0.6,10,10.6,7.5,5.6,24.3,1.8,1.2,3.3,6.5
2018,226,Daniel Theis,BOS,26,63,44,19,14.9,0.4,1.2,0.2,2.9,4.9,3.4,3.3,12.6,0.8,0.2,2.5,1.4
2018,234,Wes Iwundu,ORL,23,62,18,44,16.5,0.7,0.5,0.7,2.3,5,3.7,4.7,15.5,0.2,0.3,1.3,0.8
2018,234,Malik Beasley,DEN,21,62,34,28,9.4,0.8,0.5,0.5,1.2,3.9,2.3,2.1,8.8,0.1,0.2,0.6,0.5
2018,234,Reggie Bullock,DET,27,62,32,30,27.9,1.9,1.1,1.5,3.5,8.8,6.9,6.5,25.6,0.2,0.4,1.1,0.9
2018,234,Deyonta Davis,MEM,21,62,16,46,15.2,0.8,1.3,0.7,4.2,6.1,4.9,4.7,14.5,0.6,0.1,2,0.8
2018,234,Dewayne Dedmon,ATL,28,62,18,44,24.9,1.5,1.7,0.7,5.1,9.4,6.3,6.3,21.7,0.8,0.2,2.6,1.6
2018,234,Jarrett Jack,NYK,34,62,26,36,25,0.8,0.5,0.6,3,8.6,6.4,6.2,22.3,0.1,0.3,1.6,1.6
2018,240,Luc Mbah a Moute,HOU,31,61,52,9,25.6,1.2,0.6,1.4,3.4,7.9,6.3,5.6,24.2,0.4,0.4,1.6,1.1
2018,240,Terrance Ferguson,OKC,20,61,37,24,12.5,0.6,0.2,0.8,0.7,4.1,3.7,3.6,11.6,0.2,0.1,1.4,0.2
2018,240,Austin Rivers,LAC,25,61,30,31,33.7,2,1.2,1,6.4,12,8.8,11.1,32.7,0.3,0.9,2.5,2.2
2018,240,Salah Mejri,DAL,32,61,21,40,11.9,0.5,0.9,0.4,2.9,3,3.5,3,9.4,1.1,0.2,2,1.3
2018,240,Cedi Osman,CLE,23,61,35,26,11,0.6,0.5,0.7,1.4,3.9,2.9,2.4,10.1,0,0.1,1.3,0.7
2018,245,Rodney Hood,CLE,25,60,29,31,26.9,2.2,0.7,1.3,4.2,8.8,6.3,5.6,24.7,0.2,0.3,1.8,1.8
2018,245,Kyrie Irving,BOS,26,60,41,19,32.2,2.4,1.9,2.1,8.5,10.3,7.5,7.2,29.5,0.3,0.8,2,3.4
2018,245,Skal Labissiere,SAC,22,60,19,41,20.7,0.9,1.7,0.4,5,6.6,5.8,4.8,19,0.8,0.4,2.2,2
2018,248,Maurice Harkless,POR,25,59,36,23,21.4,1.2,1.3,0.8,3.2,7.3,5.1,4.6,18.5,0.7,0.3,1.7,0.9
2018,248,Kevin Love,CLE,29,59,37,22,28,2.2,2.1,1,5.1,10.3,7.1,6.8,27.8,0.4,0.8,2,3.9
2018,248,Brandon Ingram,LAL,20,59,27,32,33.5,2.4,1.9,2.5,7.7,13.1,9.4,8.6,33.5,0.7,1,2.8,4
2018,248,Jimmy Butler,MIN,28,59,37,22,36.7,3.9,2,2.6,8.6,11.3,9.6,9.2,33.5,0.4,0.7,1.3,5.2
2018,248,Zach Randolph,SAC,36,59,18,41,25.6,1.6,2.5,0.4,7.6,9.2,6,8.2,23.3,0.2,0.7,2,2.3
2018,248,Tim Frazier,WAS,27,59,31,28,14.2,0.6,0.2,0.4,1.1,4.8,3.6,2.7,12,0.1,0.3,1.6,1
2018,254,Vince Carter,SAC,41,58,20,38,17.7,0.8,0.5,0.4,1.2,5.3,4.2,4.3,14.4,0.4,0.1,1.7,1
2018,254,Blake Griffin,DET,29,58,28,30,34,3.2,2.3,1.2,9.5,12,9.5,9.2,30.7,0.3,0.8,2.4,5.5
2018,254,Aaron Gordon,ORL,22,58,19,39,32.9,2.7,2.1,2.5,7.2,11.4,8.4,9,35.3,0.8,0.7,1.9,3.3
2018,254,Chris Paul,HOU,33,58,50,8,31.8,2.8,1.3,1.8,4.4,8.8,8,7.5,30.8,0.2,0.3,2.4,3.6
2018,254,Langston Galloway,DET,26,58,28,30,14.9,1.3,0.3,0.3,1,4.2,3.1,2.5,12.6,0.1,0.1,0.7,0.7
2018,254,DeAndre Liggins,NOP,30,58,34,24,12.5,0.3,0.2,0.3,0.4,3.9,2.8,2.9,12.1,0.2,0.1,1.4,0.5
2018,260,Jose Calderon,CLE,36,57,33,24,16,0.6,0.1,0.5,1,5.2,4,3.6,15.6,0,0.1,1.4,0.8
2018,260,Jordan Bell,GSW,23,57,43,14,14.2,0.8,0.8,0.8,3.7,5.2,4.3,4.1,13.6,1,0.3,1.6,0.8
2018,260,Tim Hardaway Jr.,NYK,26,57,19,38,33.1,3.3,1.6,2.4,5.8,10.7,9,8.3,29.3,0.2,0.8,2.2,3.2
2018,260,Patrick McCaw,GSW,22,57,41,16,16.9,0.9,0.4,0.6,2.2,6.6,4.9,4.9,18.1,0.2,0.3,1.2,0.7
2018,260,Rudy Gay,SAS,31,57,36,21,21.6,1.7,2.1,1.1,5.6,6.9,5.3,5.6,19.7,0.7,0.4,1.7,2.1
2018,260,Evan Fournier,ORL,25,57,20,37,32.2,2.9,1,2,6.4,11.1,8.9,8.2,34.4,0.3,0.8,2.4,2.4
2018,260,Nikola Vucevic,ORL,27,57,17,40,29.5,2.3,2.2,1.3,8.6,10.1,7.2,8.2,30.3,1.1,0.5,2.5,1.8
2018,267,Rudy Gobert,UTA,26,56,37,19,32.4,1.8,3,0.7,9.7,11.5,7.1,6.5,26.5,2.3,0.9,2.7,5
2018,267,Tyler Dorsey,ATL,22,56,15,41,17.4,0.9,0.5,0.7,1.7,6.8,4.1,5.6,16.3,0.1,0.5,1.1,1.2
2018,267,Ben McLemore,MEM,25,56,7,49,19.5,1.6,1,1.3,2.7,8.4,4.8,6.2,17.4,0.3,0.3,2.5,1.2
2018,267,Andrew Harrison,MEM,23,56,17,39,23.7,1.4,0.6,1.2,3.5,7.6,5.2,7.4,19.3,0.5,0.5,2.5,3
2018,271,Tony Parker,SAS,36,55,32,23,19.5,1.1,0.3,1.1,4.1,6.1,5.4,6.1,18.7,0,0.4,0.9,1.3
2018,271,Nikola Mirotic,NOP,27,55,34,21,27.2,1.9,1.9,2.3,4.5,8.6,7.8,7.4,27.6,0.7,0.4,2,2.5
2018,271,Cristiano Felicio,CHI,25,55,13,42,17.8,1,0.8,0.5,4.2,6.5,4.2,4.1,15.9,0.2,0.3,1.9,1.2
2018,271,Joe Johnson,HOU,37,55,35,20,21.9,0.9,0.5,0.3,2.3,7.3,5.7,4.9,20.6,0.1,0.1,1.2,0.7
2018,271,Joffrey Lauvergne,SAS,26,55,30,25,9.7,0.6,1,0.1,3.4,3.7,2.7,2.4,10,0.1,0.4,0.8,0.7
2018,271,JaMychal Green,MEM,28,55,11,44,28,1.7,2.4,1.2,5.3,10.2,6,8.2,24.3,0.5,0.7,2.8,1.7
2018,271,Miles Plumlee,ATL,29,55,19,36,16.7,0.7,0.8,0.3,3.7,6.9,4.3,5.3,15.6,0.5,0.2,1.4,0.9
2018,278,Tyler Ennis,LAL,23,54,22,32,12.7,0.6,0.2,0.7,2.5,4.6,3.5,2.9,12.3,0.2,0.4,1.4,0.8
2018,278,Sterling Brown,MIL,23,54,26,28,14.4,0.9,0.5,0.7,1.4,4.8,4.3,3.6,14.7,0.2,0.4,1.5,0.4
2018,278,Devin Booker,PHX,21,54,16,38,34.5,2.6,1.8,3.4,6.7,14.2,9.2,11.6,33.9,0.3,1.1,3.1,5.4
2018,278,Malcolm Delaney,ATL,29,54,16,38,18.8,1.1,0.4,0.7,1.1,6.6,5.1,4.7,16.3,0.1,0.3,1.5,2
2018,278,Marcus Morris,BOS,28,54,34,20,26.7,1.9,1.7,0.9,3.5,8.4,6.5,6.8,26.3,0.2,0.4,1.9,2.4
2018,278,Hassan Whiteside,MIA,29,54,30,24,25.3,2,4,0.2,10.2,8.2,5.8,7.4,22.8,1.7,1,2.4,3.1
2018,278,Noah Vonleh,CHI,22,54,24,30,16.2,0.5,1.2,0.1,2.6,5.6,4,3.1,13.7,0.3,0.3,1.3,1.1
2018,278,Shane Larkin,BOS,25,54,39,15,14.3,1,0.2,0.6,1.4,4.3,3.4,2.6,13.1,0,0.3,1.1,1.1
2018,278,Paul Zipser,CHI,24,54,17,37,15.3,0.5,0.4,0.4,1.2,5,3.8,3.2,14.9,0.3,0.3,1.6,0.6
2018,278,Marcus Smart,BOS,24,54,38,16,29.9,1.4,1,0.5,3.3,9.7,7.2,6.1,26.4,0.4,0.3,2.5,2.8
2018,288,Joe Young,IND,26,53,28,25,10.5,0.5,0.5,0.4,1.2,3.2,2.7,3,10.7,0,0.2,0.7,0.7
2018,288,Mike Muscala,ATL,26,53,14,39,20,0.9,1.8,0.5,2.6,7.2,4.9,5.5,18,0.5,0.2,1.5,1.2
2018,288,Tristan Thompson,CLE,27,53,27,26,20.2,0.5,1.5,0.6,4.8,7.7,4.4,5.8,20.2,0.3,0.4,1.9,1.8
2018,288,Arron Afflalo,ORL,32,53,16,37,12.9,0.6,0.2,0.3,0.8,4.8,3.6,3.4,12.2,0.2,0.2,1.1,0.5
2018,288,Omri Casspi,GSW,30,53,40,13,14,1.3,0.8,1,3.8,5.5,4.3,4.4,14.3,0.4,0.2,1.3,1.1
2018,288,Channing Frye,LAL,35,53,28,25,13.1,0.6,0.5,0.1,1.7,4.4,3.2,2.3,11.8,0.2,0.1,1.3,0.7
2018,288,TJ Leaf,IND,21,53,31,22,8.7,0.5,0.6,0.2,1.5,2.6,2.5,2.2,9.1,0.1,0.1,0.8,0.3
2018,288,Dwayne Bacon,CHA,22,53,25,28,13.5,0.6,0.2,0.3,1.2,3.8,3.1,3,12.5,0,0.1,0.9,0.5
2018,296,Marreese Speights,ORL,30,52,15,37,13,0.8,0.4,0.5,1.3,4.3,3.6,3.5,11.5,0.4,0.2,2,1.5
2018,296,Tyreke Evans,MEM,28,52,19,33,30.9,3,1.2,3.2,8.4,9.4,7.5,8.8,25.7,0.3,1.3,1.8,3.1
2018,296,Lonzo Ball,LAL,20,52,24,28,34.2,1.8,1,1.4,3.8,12.3,9.5,9.3,34.8,0.8,0.8,2.3,1.3
2018,296,Kris Dunn,CHI,24,52,19,33,29.3,2.2,1.2,1.5,6.1,10.2,6.7,6.9,28.2,0.5,0.7,3.3,2.2
2018,296,Nene,HOU,35,52,42,10,14.6,0.7,0.8,0.4,4.6,4.4,3.7,2.7,11.9,0.3,0.4,2.4,1.6
2018,296,Timothe Luwawu-Cabarrot,PHI,23,52,29,23,15.5,0.8,0.5,0.8,1.7,6.4,3.9,4.2,13.5,0.1,0.4,1.9,1
2018,296,Cheick Diallo,NOP,21,52,29,23,11.2,0.7,0.9,0.5,3.3,4.5,3,2.6,11.5,0.4,0.3,1.6,0.9
2018,296,Frank Mason,SAC,24,52,17,35,18.9,1.3,0.9,1.2,3.1,5.4,4.8,4,16.4,0.2,0.5,1.4,1.9
2018,296,Michael Carter-Williams,CHA,26,52,23,29,16.1,0.7,0.4,0.3,2.1,4.2,2.8,3,14.5,0.4,0.2,1.9,2
2018,296,Sean Kilpatrick,CHI,28,52,22,30,12.3,0.9,0.4,1,2,4.4,2.8,2.7,11.8,0.1,0.3,0.6,1.1
2018,306,Tarik Black,HOU,26,51,40,11,10.5,0.5,0.8,0,2.9,4.6,2.8,3,10.2,0.6,0.2,2.1,1
2018,306,Greg Monroe,BOS,28,51,21,30,20.4,1.5,2.4,0.3,8.1,8.4,4.8,6.4,22,0.5,0.5,1.9,2.1
2018,306,Stephen Curry,GSW,30,51,41,10,32,4.3,1.6,4.3,5.4,12.3,9,9.9,32.5,0.2,0.4,2.2,4.1
2018,306,Jason Terry,MIL,40,51,27,24,16,0.7,0.2,0.7,0.4,5.5,4.1,3.9,16.1,0.3,0.1,1,0.2
2018,310,Jameer Nelson,DET,36,50,25,25,20.3,0.7,0.2,0.4,1.2,7.8,5.7,4.5,18.6,0.1,0.2,1.6,1
2018,310,Luke Babbitt,MIA,29,50,15,35,14.3,1,0.4,0.3,0.6,4.7,3.4,3.2,12.9,0.1,0.2,1.1,0.4
2018,312,Lucas Nogueira,TOR,25,49,36,13,8.5,0.7,0.3,0.2,1.8,2.3,2.6,1.7,7.5,0.9,0.1,1,0.6
2018,313,Jared Dudley,PHX,32,48,7,41,14.3,0.5,0.2,0.2,0.6,4.5,3.1,3.6,12.5,0.2,0.1,1.8,0.9
2018,313,Jawun Evans,LAC,21,48,24,24,16.2,0.9,0.6,0.7,2.3,5.8,4.6,5.1,14,0.1,0.5,2,1.4
2018,313,Richaun Holmes,PHI,24,48,30,18,15.5,1,1.2,0.6,5.2,6,4.7,3.6,14.3,0.6,0.4,2,1
2018,313,Kristaps Porzingis,NYK,22,48,22,26,32.4,2.9,1.7,1.2,7,10.6,9.2,7.1,27.5,2.4,0.9,2.9,5.9
2018,313,D'Angelo Russell,BKN,22,48,16,32,25.7,1.7,1.1,1.4,5.5,9.8,8.1,7.5,28.5,0.4,0.5,1.9,2.9
2018,313,Abdel Nader,BOS,24,48,33,15,10.9,0.6,0.7,0.4,1,4.8,2.3,3,9.8,0.2,0.2,0.9,0.6
2018,313,Willy Hernangomez,CHA,24,48,20,28,10.3,0.7,1.1,0.1,3.5,3.8,2.5,2.4,9,0.3,0.3,1.3,1.7
2018,313,DeMarcus Cousins,NOP,27,48,27,21,36.2,3.5,3.3,1.9,11.3,13.1,9,10.3,33.2,1.6,1.3,3.8,7.8
2018,313,Malcolm Brogdon,MIL,25,48,25,23,29.9,1.9,0.9,1.7,6.4,9.5,7.7,5.6,28.5,0.3,0.8,2.7,1.5
2018,322,Tyson Chandler,PHX,35,46,15,31,25,0.7,2.3,0.7,5.2,10.1,7,8.3,23.4,0.6,0.1,2.3,2.3
2018,322,Avery Bradley,LAC,27,46,22,24,31.2,2.8,1.5,1.8,5.1,10,7.1,6.9,29,0.2,1.2,2,1.9
2018,324,Reggie Jackson,DET,28,45,27,18,26.7,2.3,1.1,1,6.1,8.2,6,5.9,24.1,0.1,0.6,1.9,2.7
2018,324,Milos Teodosic,LAC,31,45,29,16,25.2,0.9,0.7,0.6,1.2,8.9,7.4,8.5,25.2,0.1,0.2,2.3,1.4
2018,326,Damyean Dotson,NYK,24,44,11,33,10.8,0.6,0.2,0.5,1.3,3.8,3.6,2.4,9.2,0,0.1,0.8,0.5
2018,327,Ivica Zubac,LAL,21,43,19,24,9.5,0.3,1.3,0.4,2.7,3.3,2,2.2,8.5,0.3,0.3,1.1,1.1
2018,327,Shabazz Muhammad,MIL,25,43,25,18,9.7,0.8,0.8,1,3.3,3.1,3.2,2.7,10.7,0.1,0.3,0.7,0.8
2018,329,Khem Birch,ORL,25,42,14,28,13.8,0.4,1.2,0.2,3.1,4.1,2.6,3.3,12,0.5,0.2,1.3,1.3
2018,329,Willie Reed,DET,28,42,20,22,10.2,0.7,1,0.2,3.6,4.2,2.9,3.3,10.1,0.5,0.3,1.3,1.1
2018,329,Marcus Georges-Hunt,MIN,24,42,24,18,5.3,0.3,0.1,0.4,0.7,1.5,2,1.4,4.9,0,0,0.8,0.4
2018,332,Raul Neto,UTA,26,41,28,13,12.2,0.9,0.4,0.4,2.2,3.4,2.3,2,9.7,0.1,0.3,0.9,1.1
2018,332,Nik Stauskas,BKN,24,41,14,27,12.8,0.5,0.3,0.4,0.8,4.5,3.6,2.6,12.7,0.1,0.1,0.6,0.6
2018,332,John Wall,WAS,27,41,23,18,34.4,3.7,1.8,3.4,7.8,11,9.5,8.9,32.7,1.1,1.1,2,4.9
2018,332,Gerald Green,HOU,32,41,33,8,22.7,1.9,1.1,1.6,2,6.4,6.3,5.3,22.6,0.4,0.2,2.1,1.1
2018,336,Andre Roberson,OKC,26,39,24,15,26.6,1.2,1.1,1.1,4.1,7.8,5.2,5.2,21.3,0.9,0.3,2.3,0.9
2018,336,Boban Marjanovic,LAC,29,39,18,21,8.7,0.5,1.9,0.2,3.9,3.3,1.7,2,6.2,0.3,0.4,1.3,2
2018,336,Torrey Craig,DEN,27,39,22,17,16.1,0.4,0.9,0.4,2.1,5.6,3.4,4.3,15.4,0.4,0.4,1.6,0.8
2018,336,Tyler Cavanaugh,ATL,24,39,11,28,13.3,0.4,0.8,0.3,1.5,4.5,3.3,3.1,13.4,0.1,0.2,1.6,0.6
2018,336,Jerryd Bayless,PHI,29,39,21,18,23.7,1,1.3,0.8,2.3,10,6,5.2,21,0.2,0.5,2.3,1.1
2018,341,Thabo Sefolosha,UTA,34,38,16,22,21.2,2.1,0.6,1.3,3.8,6.9,4.9,3.7,18,0.3,0.5,1.6,1.2
2018,341,Paul Millsap,DEN,33,38,22,16,30.1,1.9,2,0.9,7.2,10.8,8.1,8.6,28.8,1.2,0.6,2.6,3.7
2018,341,C.J. Williams,LAC,28,38,17,21,18.6,0.7,0.8,0.8,2.5,6.7,5.2,5.8,16.1,0.3,0.3,1.7,0.4
2018,341,Henry Ellenson,DET,21,38,21,17,8.7,0.7,0.3,0.4,1.5,2.6,2,1.9,8.5,0,0.1,0.6,0.6
2018,341,Justin Anderson,PHI,24,38,27,11,13.7,1,0.8,0.9,2.5,5.2,3.9,3.1,12.2,0.2,0.3,1.4,0.8
2018,341,Matthew Dellavedova,MIL,27,38,21,17,18.8,0.5,0.3,0.3,1.1,5.7,4.1,3.3,18.1,0,0.2,1.8,0.9
2018,347,Alex Caruso,LAL,24,37,16,21,15.2,0.6,0.4,0.7,1.8,5.6,3.8,4.3,15.7,0.3,0.2,1.4,1
2018,348,Johnny O'Bryant III,CHA,25,36,15,21,10.5,0.7,0.8,0.2,1.8,2.3,2,2.3,10.2,0.2,0.2,1.3,0.7
2018,348,Trey Burke,NYK,25,36,10,26,21.8,1.6,0.9,1.2,3.7,6.9,6.8,4.6,21.8,0.1,0.2,1.2,1.6
2018,348,Al Jefferson,IND,33,36,17,19,13.4,0.9,0.8,0.1,4.3,3.6,3.8,3.3,12.6,0.6,0.5,1.8,0.9
2018,348,Chandler Parsons,MEM,29,36,12,24,19.2,1.2,0.7,0.8,2.2,6.9,4.5,5.2,17.9,0.3,0.3,1.5,0.9
2018,348,Ivan Rabb,MEM,21,36,6,30,14.3,0.8,1.5,0.4,3.3,5.9,3.4,4.6,13.6,0.4,0.3,1.5,1.1
2018,348,Mike James,NOP,27,36,11,25,19.1,1.9,0.5,0.9,4.4,6.4,5.5,5.5,18.9,0.2,0.6,1.3,1.8
2018,354,Wayne Selden,MEM,23,35,10,25,19.8,1.5,0.9,1.7,2.9,7.9,4.8,6.1,18.5,0.1,0.5,1.7,1.4
2018,355,Jake Layman,POR,24,34,21,13,4.7,0.4,0.2,0.2,0.4,2.1,1.4,0.9,3.8,0.1,0,0.4,0.1
2018,356,Meyers Leonard,POR,26,33,17,16,7.7,0.3,0.7,0.1,1.5,3.2,1.6,2.2,6.2,0,0,1.1,0.5
2018,356,Jason Smith,WAS,32,33,15,18,8.6,0.4,0.6,0.1,1.3,3.5,2.9,2.4,7.6,0.4,0.2,1.3,0.8
2018,356,Quinn Cook,GSW,25,33,21,12,22.4,2,0.3,2.1,2.7,7.8,6.6,6.6,22.8,0,0.5,1.8,0.8
2018,356,Guerschon Yabusele,BOS,22,33,24,9,7.1,0.2,0.2,0.2,0.7,2.3,1.6,1.7,6.5,0.2,0,0.7,0.4
2018,356,Cody Zeller,CHA,25,33,14,19,19,1.2,1.5,0.4,4.4,5.5,2.8,3.4,17.3,0.6,0.6,2.5,2.3
2018,361,Kobi Simmons,MEM,20,32,6,26,20.1,1.4,0.4,1.3,3.7,8.6,5.3,6.8,19.9,0.2,0.4,1.9,1.2
2018,361,Ante Zizic,CLE,21,32,21,11,6.7,0.4,1,0,3,2.6,1.7,1.4,6.9,0.4,0.1,0.9,0.8
2018,361,Aaron Brooks,MIN,33,32,19,13,5.9,0.3,0.3,0.1,0.6,2.4,1.7,1.1,5.1,0,0.1,0.9,0.3
2018,361,Isaiah Thomas,LAL,29,32,15,17,26.9,2.3,1.6,2.6,4.3,10.8,7.8,8.1,29.8,0.1,1.3,1.8,3.7
2018,361,Kenneth Faried,DEN,28,32,16,16,14.4,1,1.3,1,4.4,6.5,3.1,4.3,15.6,0.4,0.3,1.6,1.7
